0.000000000000000000e+00,0.000000000000000000e+00
1.503377810594064279e-03,5.949432274464640192e-04
3.013522469384244395e-03,1.191624856494771225e-03
4.530450781898176515e-03,1.790000644653591717e-03
6.054179506297274749e-03,2.390025859699737663e-03
7.584725352475674143e-03,2.991655298238218592e-03
9.122104981163947635e-03,3.594843305734199586e-03
1.066633500303038051e-02,4.199543794749887454e-03
1.221743197778868417e-02,4.805710266464459368e-03
1.377541241330304533e-02,5.413295828981052465e-03
1.534029276469939251e-02,6.022253218854374708e-03
1.691208943347621840e-02,6.632534820410187527e-03
1.849081876661728963e-02,7.244092687112530654e-03
2.007649705570946352e-02,7.856878560602211653e-03
2.166914053605917267e-02,8.470843893214799469e-03
2.326876538581457154e-02,9.085939867052224631e-03
2.487538772508801621e-02,9.702117416006959469e-03
2.648902361508254089e-02,1.031932724581267023e-02
2.810968905722044386e-02,1.093751985509775794e-02
2.973739999227442699e-02,1.155664555634025419e-02
3.137217229950295394e-02,1.217665449737075772e-02
3.301402179578649676e-02,1.279749668046891234e-02
3.466296423476911137e-02,1.341912198576561757e-02
3.631901530600134542e-02,1.404148018984690584e-02
3.798219063408780904e-02,1.466452098774466591e-02
3.965250577783629993e-02,1.528819401292736725e-02
4.132997622941314564e-02,1.591244885844396093e-02
4.301461741349899004e-02,1.653723509698276639e-02
4.470644468645013081e-02,1.716250230147305794e-02
4.640547333546307662e-02,1.778820006531423720e-02
4.811171857774276805e-02,1.841427802174674944e-02
4.982519555967446223e-02,1.904068586505111918e-02
5.154591935599994734e-02,1.966737336910669154e-02
5.327390496899742089e-02,2.029429040744135798e-02
5.500916732766625294e-02,2.092138697236286052e-02
5.675172128691419182e-02,2.154861319433159367e-02
5.850158162675089812e-02,2.217591936006694034e-02
6.025876305148492040e-02,2.280325593238824791e-02
6.202328018892488970e-02,2.343057356751357401e-02
6.379514758958471088e-02,2.405782313321344276e-02
6.557437972589541531e-02,2.468495572752154449e-02
6.736099099141956703e-02,2.531192269506566186e-02
6.915499570007133112e-02,2.593867564510612261e-02
7.095640808534109389e-02,2.656516646803495918e-02
7.276524229952585632e-02,2.719134735205236408e-02
7.458151241296240297e-02,2.781717079924428404e-02
7.640523241326957482e-02,2.844258964192552044e-02
7.823641620459009793e-02,2.906755705786392627e-02
8.007507760684340337e-02,2.969202658525470911e-02
8.192123035497977934e-02,3.031595213775242770e-02
8.377488809824074067e-02,3.093928801929361760e-02
8.563606439942683668e-02,3.156198893764380897e-02
8.750477273416767954e-02,3.218401001818363416e-02
8.938102649020052137e-02,3.280530681750414013e-02
9.126483896665316120e-02,3.342583533594988693e-02
9.315622337333184788e-02,3.404555203049728501e-02
9.505519283001717668e-02,3.466441382644579877e-02
9.696176036576376056e-02,3.528237812948276098e-02
9.887593891820645187e-02,3.589940283671930882e-02
1.007977413328734473e-01,3.651544634779249621e-02
1.027271803625048330e-01,3.713046757516252211e-02
1.046642686663766808e-01,3.774442595391738070e-02
1.066090188096324720e-01,3.835728145217310453e-02
1.085614432626201831e-01,3.896899457925337429e-02
1.105215544002359218e-01,3.957952639553538599e-02
1.124893645012741139e-01,4.018883851968992754e-02
1.144648857477830184e-01,4.079689313746417967e-02
1.164481302244299021e-01,4.140365300909382845e-02
1.184391099178681017e-01,4.200908147596543046e-02
1.204378367161152985e-01,4.261314246756404273e-02
1.224443224079359016e-01,4.321580050795323369e-02
1.244585786822307583e-01,4.381702072135926218e-02
1.264806171274340807e-01,4.441676883749554050e-02
1.285104492309177004e-01,4.501501119690783786e-02
1.305480863784002077e-01,4.561171475542984827e-02
1.325935398533664156e-01,4.620684708852075551e-02
1.346468208364904884e-01,4.680037639491205909e-02
1.367079404050690616e-01,4.739227150002066347e-02
1.387769095324599133e-01,4.798250185925388017e-02
1.408537390875281847e-01,4.857103756036674352e-02
1.429384398340998175e-01,4.915784932617819208e-02
1.450310224304232065e-01,4.974290851578625633e-02
1.471314974286375143e-01,5.032618712663852051e-02
1.492398752742484236e-01,5.090765779556300635e-02
1.513561663056109952e-01,5.148729379950821305e-02
1.534803807534220743e-01,5.206506905613966785e-02
1.556125287402173596e-01,5.264095812350692849e-02
1.577526202798787969e-01,5.321493620057295842e-02
1.599006652771479686e-01,5.378697912588785435e-02
1.620566735271482539e-01,5.435706337730113885e-02
1.642206547149138718e-01,5.492516607017618874e-02
1.663926184149280285e-01,5.549126495631228478e-02
1.685725740906670600e-01,5.605533842209064338e-02
1.707605310941551213e-01,5.661736548613286596e-02
1.729564986655239833e-01,5.717732579683910965e-02
1.751604859325835983e-01,5.773519962975277170e-02
1.773725019103984391e-01,5.829096788501689913e-02
