0.000000000000000000e+00,0.000000000000000000e+00
1.352240353846068110e-03,2.232649044903744964e-03
2.729446849670580377e-03,4.483329167035013732e-03
4.131585057382425319e-03,6.754814321102781127e-03
5.558619923599850132e-03,9.049773816857399969e-03
7.010515772525538480e-03,1.137077518839397540e-02
8.487236306838674693e-03,1.372028673801026222e-02
9.988744608602995179e-03,1.610067975228852283e-02
1.151500314018882865e-02,1.851423037660788681e-02
1.306597374521289989e-02,2.096312116342189183e-02
1.464161764949034605e-02,2.344944229578792977e-02
1.624189546200605072e-02,2.597519250393994991e-02
1.786676717589763541e-02,2.854227969124109587e-02
1.951619216945710278e-02,3.115252128990921021e-02
2.119012920714569148e-02,3.380764436560582120e-02
2.288853644062427417e-02,3.650928549605610834e-02
2.461137140980074189e-02,3.925899044960862172e-02
2.635859104389048913e-02,4.205821368240061225e-02
2.813015166249366317e-02,4.490831768829003923e-02
2.992600897668717952e-02,4.781057221993403189e-02
3.174611809013161423e-02,5.076615341111146568e-02
3.359043350019397245e-02,5.377614282586239830e-02
3.545890909908488986e-02,5.684152645996744940e-02
3.735149817501215441e-02,5.996319371832217748e-02
3.926815341334677356e-02,6.314193639926247992e-02
4.120882689780835939e-02,6.637844770292972152e-02
4.317347011166006165e-02,6.967332129437175947e-02
4.516203393892459506e-02,7.302705044038383664e-02
4.717446866560959240e-02,7.644002724506479551e-02
4.921072398095149847e-02,7.991254200392179652e-02
5.127074897867367476e-02,8.344478269801938741e-02
5.335449215825849301e-02,8.703683464617432974e-02
5.546190142623486086e-02,9.068868033450458443e-02
5.759292409748117958e-02,9.440019943684836712e-02
5.974750689654118041e-02,9.817116904503901675e-02
6.192559595895730240e-02,1.020012641178810603e-01
6.412713683261650477e-02,1.058900581627961746e-01
6.635207447911162237e-02,1.098370241595597735e-01
6.860035327511726511e-02,1.138415357325677640e-01
7.087191701378059427e-02,1.179028685789004355e-01
7.316670890612664291e-02,1.220202021556791860e-01
7.548467158247729181e-02,1.261926216273331902e-01
7.782574709388667689e-02,1.304191200754008795e-01
8.018987691358914205e-02,1.346986009657468730e-01
8.257700193846162495e-02,1.390298808712984169e-01
8.498706249050358430e-02,1.434116924433136153e-01
8.741999831832614198e-02,1.478426876240291343e-01
8.987574859866076515e-02,1.523214410898709459e-01
9.235425193787782927e-02,1.568464539151520065e-01
9.485544637352361086e-02,1.614161574428591983e-01
9.737926937586693921e-02,1.660289173466955315e-01
9.992565784946449980e-02,1.706830378714089824e-01
1.024945481347370180e-01,1.753767662310625475e-01
1.050858760095610966e-01,1.801082971486900608e-01
1.076995766908748209e-01,1.848757775188156482e-01
1.103355848362973513e-01,1.896773111707907300e-01
1.129938345457623949e-01,1.945109637144095960e-01
1.156742593631656657e-01,1.993747674456620711e-01
1.183767922780261106e-01,2.042667262919996007e-01
1.211013657271617916e-01,2.091848207755753752e-01
1.238479115963783128e-01,2.141270129723530924e-01
1.266163612221722357e-01,2.190912514477733053e-01
1.294066453934467065e-01,2.240754761472835699e-01
1.322186943532430714e-01,2.290776232219650377e-01
1.350524378004837045e-01,2.340956297691335897e-01
1.379078048917299348e-01,2.391274384711556955e-01
1.407847242429532963e-01,2.441710021137456776e-01
